1.56960475 2.12098932 0.40295604 0.12680024 0.26448920 0.71572638 -0.81406206 -0.09836432 -0.67825937 -0.20651527 -1.56326520 -0.91915780 -1.34413433 2.04525280 1.12158918 -0.45484582 -0.25969577 -0.01496984 -0.22431418 -0.07683954 -1.57646704 0.34683535 -0.39772668 3.04609728 -1.38085544 -1.57881320 1.13950789 -0.17530997 -0.43120950 -0.53859049 -0.15311754 -1.05596805 -0.42564562 -1.07464969 -2.62331462 1.25722730 -0.46507335 -1.17740273 -1.95713472 -0.46885377 0.88557571 -2.31395864 -1.94642806 -0.23965734 -0.26471195 0.02829212 -0.85736662 0.35362056 0.17124006 -0.78551799 -0.17985940 0.29635173 0.44778189 0.57924557 -0.51673967 0.14775127 0.22734651 0.40980810 -0.25179288 1.98233497 1.14481926 -1.13945746 0.99250948 -0.73222250
-1.65292037 -1.46408641 0.09710408 -1.24058473 0.27375892 0.63654315 -0.99177158 -0.68021703 -2.22771311 2.20600367 -0.48097661 -0.03716632 -0.39181036 -1.03218520 -0.83794934 -0.45199963 -0.65888560 -0.54960924 1.81014240 1.81365275 -0.10116614 0.71240419 1.23936391 1.53800976 0.45326623 -0.26486501 0.59385318 0.50408727 -1.31042337 2.12879300 -1.15203154 1.06725109 0.25924537 0.28111669 1.50768030 0.23735358 0.29249606 -0.29426664 -0.33298266 0.21854034 -0.33590710 -0.32961747 -1.08000112 -0.55938268 0.24938989 1.54839337 0.95285523 0.01892017 1.69647181 -0.43483451 -1.28241861 -0.57035601 2.02266192 1.94395912 1.20373321 -1.58005273 -0.95311993 -0.71943945 -0.76323724 0.48862582 -1.35058606 0.21517274 -1.51023185 0.48400810
0.16342944 -0.11430933 -0.34312183 -0.54106694 -0.27123636 1.50402164 0.83076912 -0.11862183 -1.10967648 0.60225207 0.73698777 1.22947586 -0.79316521 0.06589249 0.99990040 -0.37482554 -0.72833061 0.83677834 -0.22277869 -1.04607356 -1.62268937 -0.87554830 0.14411637 -1.18203652 0.57139957 -0.58190328 -0.23356110 -0.71125770 0.15907598 0.05772968 -1.23472369 -0.21592645 0.76277101 1.86672080 1.95843661 0.84584016 0.36363757 0.32966015 -0.57031351 -0.01480026 -1.14786100 1.11335933 -0.07982214 0.21360348 0.24011126 -1.37441456 -0.14102174 0.07245026 -1.31777239 -0.09810341 -0.53610593 0.12794749 -0.60004425 -0.02063602 -1.18923223 0.68127495 -0.77746969 0.61273825 0.46995279 -0.14465651 -0.44617131 -0.38194343 -1.96474838 0.44745320
-1.70896292 0.46272016 -0.68958616 -1.13404584 0.77422971 -0.60065836 0.37701046 -0.99782127 0.54872704 2.12037420 1.27312434 1.81254923 -0.08688023 0.13706051 -0.25501108 -0.31153461 1.07844424 0.29618734 -0.21249224 -0.02021270 0.32928973 0.20023423 -1.09418917 0.72834063 1.05090809 -1.73661828 -0.18986885 0.80107832 0.38372487 2.90852594 -1.05048716 0.39462173 -0.71589643 0.27780968 0.99063528 0.96812075 0.13429317 0.21255228 -1.24622571 0.50970376 -0.82045686 -1.76342320 -1.39019227 0.82307333 1.26210499 -1.36870599 -0.90753603 2.05934286 -1.30102766 0.30281156 -0.36785930 -1.57070231 0.15711081 -0.51354480 1.01794863 0.93214846 0.62782037 0.03660231 0.78633291 -0.56798434 1.14437509 -0.30000457 1.30908072 -0.81329012
-1.30221260 1.29171944 1.01940358 0.00248745 -0.64770365 -1.10800636 0.07166558 1.40594232 -1.62175727 -1.22315383 0.35014254 0.05886306 -0.55450946 0.05308858 0.27346483 -1.58282387 0.24628600 0.71775854 0.16836299 -0.15528716 0.12401561 -1.09999371 -2.47947383 -1.12680459 1.54564607 -0.88201535 -2.73368621 -0.02803080 -0.28011340 -0.78815383 -0.01023017 1.33525300 0.45628062 0.04864730 -1.06681263 0.25060824 -1.21968758 -0.03062083 -0.11067632 -0.01533906 -0.57086974 0.63743955 0.03457892 0.53036398 1.00069046 -1.43142962 -0.11361732 -0.53234422 0.01584271 -0.40201274 0.15545215 1.48734105 0.08801984 0.68676484 -0.75094426 0.92599326 -1.12820876 0.22689115 1.15633678 -0.98553789 1.38255274 1.17389977 -1.12291169 1.99094284
-0.22254100 0.41165859 0.58830881 0.62386262 -1.41891849 -0.55374056 0.73061210 -0.10485788 0.30418879 -0.17445195 1.26746786 0.14794913 -1.92150021 -1.00048602 0.38021612 0.64720482 -1.45881331 -0.36787221 -0.55421764 0.37422314 0.25864825 0.14207442 -1.09911942 -1.23237073 -1.81375790 -0.69050401 -1.47210479 -0.67980349 -0.23208787 -0.12436152 -1.74811256 -0.77444786 -1.00542736 -0.44512847 -0.49920690 -1.25112343 1.41355324 -0.49040917 -2.08641958 -1.27249527 0.92667544 0.03963168 1.52242970 0.62235636 -0.72723347 -0.83946431 0.76424599 -0.15168153 -1.12072968 0.08663388 0.70344317 2.37691545 -0.59045827 0.64331400 0.74923724 0.43023089 -0.80554986 -0.68381578 0.12993179 0.08200931 1.02400279 -1.29576647 0.26039776 -0.31482369
-2.46404266 0.09418080 -1.21685863 -1.03566790 -2.45902944 -1.04328716 1.17377245 0.45003316 0.09459363 0.98614693 -0.19381197 0.48243681 -1.63060308 -0.73037434 0.75425482 -0.77149421 -0.14200665 -1.89386296 -0.70099729 -0.56905591 1.20049644 -0.23387414 1.10485303 -0.44688147 -1.72145438 0.48703781 -1.88731289 -1.28815496 1.23585010 1.64003253 1.40692461 0.49380118 -1.07067001 -0.40355057 -1.48023975 -0.02864419 -1.34372699 1.94304430 0.39656723 0.21661915 -1.00964940 1.32462871 -1.53456831 0.54636437 -0.57562596 1.00848103 -0.29436103 0.46585944 -0.28240728 -0.45596442 -0.76080298 -2.37073469 0.37506312 0.31416440 -0.39874634 -0.14381266 -0.06585258 0.58627814 0.92217487 -1.17643356 -1.30948114 0.95282304 0.37808076 -1.60775506
-0.17792659 1.10858035 -2.15469670 0.75693059 0.02037825 0.76116198 -1.28727305 1.58697796 0.55781746 0.32942593 0.25274843 -1.79159462 0.45578411 0.19310810 -0.28293416 -0.93019533 -0.09025152 -1.36013484 -1.41892695 0.65990770 0.72304994 -0.64736408 -0.01035772 0.35383916 0.43678370 -0.14476170 1.17463529 1.00595486 -0.07217453 -0.59123445 -0.61259800 -1.18828249 1.53883433 0.38902274 0.70689523 0.42015350 0.28325850 0.39731669 0.53934610 0.70178479 0.22260913 0.90010488 0.59268063 0.57573986 -0.18255953 0.30621833 0.67084014 2.56649661 -0.59140444 0.38318354 0.01534056 -0.73446798 -0.47513425 0.43762004 0.84892458 -1.73141587 -1.28869128 0.83394021 0.60446763 2.08608985 -1.22207463 0.31386620 -0.17632729 -0.54879069
-1.54699719 1.34456182 -1.47336924 -0.44747409 -0.22119622 0.14331675 -2.03290892 0.11914342 0.07592228 -0.52650601 1.49312699 0.78757221 0.83444995 -0.60120630 -0.81383824 1.10301971 -1.45357728 1.01775599 0.96485287 0.90554094 0.30806285 -0.26391613 0.84309804 -0.81771535 1.18915844 -1.15698564 0.20684206 -1.04315805 0.03217036 0.49290445 -0.22460215 1.42536998 0.40169883 -1.45535839 0.72662556 0.31739941 0.70067906 0.05135747 0.63295132 0.73750806 0.70790040 0.90681499 -0.01607822 -1.32290781 0.53122228 -1.54220772 -0.17108302 -0.02401660 1.01505971 1.25462270 -1.27710688 2.30638528 0.93145233 -0.07229184 -1.58393359 -0.74174958 -0.75219065 -0.65821129 -1.53067791 1.61925519 -0.76695722 -1.02731562 -1.48890400 -0.60014510
1.24011993 -0.85040903 0.24080625 0.42884409 -1.54893851 0.05932303 0.30768046 2.18220353 1.05842793 1.56467652 0.56548065 -0.18976186 0.66822773 0.82871771 -0.17556590 -0.48277432 -1.28209567 0.20693576 0.31328002 -0.02032319 0.39165941 0.80594397 -1.56601703 -0.09966613 1.11943555 2.09808993 -0.06284931 0.31341609 1.67758346 -0.57588047 0.20339653 2.58369589 1.09251153 0.09823209 0.23085955 -0.03787662 -0.46463662 1.96903539 0.37201166 0.31096128 -1.03676426 -0.74740678 -1.18627787 -0.47208616 0.85903114 0.70681131 1.24859715 1.01760411 0.69579387 2.13617539 -0.30246520 -2.14772606 -0.41358832 -1.64410758 -1.14130652 0.72452241 1.24697566 -0.24784735 -2.54152822 -0.00992240 1.23340642 -1.00852501 0.43208158 1.45268846
